"","Connecting Tubule","Distal Convoluted Tubule","Endothelial Cell","Intercalated Cells Type A","Intercalated Cells Type B","Leukocyte","Mesangial Cells","Principal Cells","Proximal Tubule","Thick Ascending Limb"
"0",0.0477632137265796,0.0496727937171116,0.302044898443221,0.0393844296877299,0.143685229920562,0.0793467308932647,0.148015957115244,0.0269302561488517,0.113672913546333,0.0494835768011028
"1",0.0380679385022422,0.0473255845826133,0.384713548768797,0.0122457276033038,0.0907618120564805,0.106490654285558,0.161292463407288,0.0201225479793213,0.0849541526053006,0.0540255702090947
"2",0,0.0504911712461055,0.720359442759112,0.0227850430810084,0.0616095333143541,0.0439308783451916,0,0.0393831118649033,0.0352730064994503,0.0261678128898748
"3",0.125454700202198,0.0706184777614142,0.0791440093833901,0.0311140936135843,0.137555365495994,0.178339607365339,0.134731052473389,0.0473331397719309,0.0394256977447185,0.156283856188042
"4",0.070840447552538,0.0104114624711808,0.316389466713555,0.0402097149795367,0.224815326898067,0.0517004310321409,0.0601082142443974,0.0765588399947065,0.0536162122861498,0.0953498838277284
"5",0,0.0431719783775535,0.0713251497815295,0.0102464381482253,0.0539893080683219,0.106835381085542,0.362161414704873,0.0236829349459856,0.271617026356927,0.0569703685310418
"6",0.0341172871958736,0.0497982023990743,0.294268401187622,0.0118251970764563,0.0181597945448371,0.0329831006611386,0.331807500507472,0,0.154308892945041,0.0727316234824849
"7",0.0533467057184425,0.0306305484563936,0.561943796428236,0.0186239501543495,0.140355618780802,0.0203283878246728,0.102262947119525,0.0570676850706059,0.0154403604469723,0
"8",0.0134250122446449,0.142038729509135,0.492413245118263,0.31434997160557,0,0,0,0,0.0184415380990134,0.0193315034233737
"9",0.0516281242980967,0.0637453389869385,0.252483978547497,0.011783679091738,0.0322043983621493,0.114588790725556,0.27522781092695,0.0211310466739527,0.122775452728706,0.0544313796584159
"10",0,0.0293474512555527,0.0320735147370508,0.0343588225418953,0.0166104399140378,0.0195784777011543,0.361212649322765,0.086203582297603,0.277703234497162,0.142911827732779
"11",0,0.0395880882215945,0.536236827166866,0,0.187965931243606,0.0196438367572395,0.0837688017156371,0.0364602346197865,0.0230204317217841,0.0733158485534862
"12",0.0765480166069423,0.0213673651252473,0.163891863908237,0.0316389000946244,0.246828800320519,0.0751715466036932,0.106485426325969,0.0640183781060983,0.0808322265484377,0.133217476360232
"13",0.0682854991467015,0.16560770620861,0.0561447548170939,0.0188433953800785,0.141120936928812,0.0628293022794748,0.310301721974842,0.0276130134124898,0.0976714698633173,0.0515821999885798
"14",0.0424962655557271,0.0280361864557975,0.597831427473027,0,0.0416088775341814,0.0276921196201094,0,0.0625502167270705,0.0579055989339611,0.141879307700126
"15",0.0266162364229081,0.0294541540534454,0.206402275002334,0,0.171532308566445,0.0166899325222607,0.253749549811496,0.0532742844570825,0.19672009484788,0.0455611643161484
"16",0.041985298551277,0.0627133772048023,0.473580363108857,0.0227269692724101,0.0676710708506762,0.0784864853771088,0.0215865274574868,0.0311649628523931,0.0572092424410765,0.142875702883912
"17",0.0539713536234884,0.0382028233787388,0.0845947530441194,0.0245850492864515,0.147294025981013,0.0948520058628384,0.431747917605903,0.0356107952894277,0.0393578263036979,0.0497834496243227
"18",0.0504243308148387,0.260752200783508,0.524664322439525,0.016949860529695,0.0225815039827067,0,0.0721834303197363,0.0270651248869647,0.0140108561002723,0.0113683701427538
"19",0.0185604518734719,0.0673579968344162,0.373918394737435,0.0333602369554527,0.0297664730150392,0.0565814800805844,0.168266770222966,0.0406967021897357,0.165933812068091,0.0455576820228082
"20",0.0797750820958923,0.0516577627634442,0.50519361877331,0.0221715122477531,0.0670873762893885,0.0932576196211329,0.101046257606807,0.025444841819056,0.0300421979445659,0.0243237308386503
"21",0.0638481036077476,0.0668666395183844,0.152223499408609,0.0253786269661461,0.319119850131821,0.139162485147673,0.0981260441983108,0.036243654092833,0.0562025234576525,0.0428285734708226
"22",0.101498046304405,0.0211797895503358,0.284851688839701,0.0415785385535609,0.196099800241522,0.0776097212353762,0.0415631766472032,0.0528233849557793,0.12741551103297,0.0553803426391462
"23",0.020860694659185,0.0181955719255672,0.514393781909283,0,0,0.0199301964938824,0.378384616223715,0.022687468050808,0.0255476707375586,0
"24",0,0.035254978268329,0.169694781602425,0,0.0149859474665964,0.0558044653155603,0.365420835773845,0.0248255943916659,0.294381049378888,0.0396323478026905
"25",0.107034446665078,0.0715064891803559,0.176391071427792,0.0250379891087378,0.178601039025955,0.10184637028482,0.163723012204238,0.0285934366820103,0.0588723410459029,0.0883938043751087
